CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U01100UR1981PLC009867,SUMAC INTERNATIONAL LIMITED,Active,Public,Company limited by Shares,Non-govt company,24-08-81,Uttarakhand,20000000,10000000,1100,"Agriculture, hunting and related service activities","12/5,Old Mussoorie road, Rajpur Dehradun , Dehradun Unclassified UR 248009",RoC-Uttarakhand,akvoffice@rediffmail.com,20200331,20200331
U01100UR2008PTC032552,OMSYS BUSINESS SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-01-08,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","201, IT BRIDGE, PLOT NO. 12, DHORAN KHAAS, CANAL ROAD DEHRADUN , Dehradun Unclassified UR 248001",RoC-Uttarakhand,apurva.bhandari@omsysgroup.com,20200331,20200331
U01100UR2012NPL010851,MAHARISHI VEDIC ORGANIC AGRICULTUREINSTITUTE,Active,Private,Company limited by Shares,Non-govt company,23-10-12,Uttarakhand,500000,500000,1100,"Agriculture, hunting and related service activities","Behind Rajakiya Nursing College Sarjula, Village Kanda, Sursingdhar New Tehri , Tehri Garhwal Unclassified UR 249001",RoC-Uttarakhand,johnkonhaus@gmail.com,20200331,20200331
U01100UR2014PTC001173,AMBROSE FARMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-07-14,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","OPPOSITE NARENDER VIHAR, BALLUPUR ROAD DEHRADUN , Dehradun Unclassified UR 248001",RoC-Uttarakhand,ghhai.vishwaas@gmail.com,20200331,20200331
U01100UR2016OPC007476,CHAREKHA INDIA (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,26-12-16,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","VILLAGE HALDUAKHATA, KALALGHATI KOTDWARA, PAURI GARHWAL , Pauri Garhwal Unclassified UR 246149",RoC-Uttarakhand,shivprasaddabral@gmail.com,20200331,20200331
U01100UR2016PTC007199,TRISHULII PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-07-16,Uttarakhand,5000000,1200000,1100,"Agriculture, hunting and related service activities","Village Chandramani Khalsa Post Office- Mohabewala DEHRADUN , Dehradun Unclassified UR 248002",RoC-Uttarakhand,aman@himmotthan.org,20200331,20200331
U01100UR2016PTC007344,ADITYANAND AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-10-16,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","SHAKUMBHARI ENCLAVE VILLAGE MOHAMMADPUR ROORKEE , Haridwar Unclassified UR 247667",RoC-Uttarakhand,k.kantharekrishna@gmail.com,NA,NA
U01100UR2016PTC007396,AHLAWAT FARMS PRIVATE LIMITED,Under Process of Striking off,Private,Company limited by Shares,Non-govt company,11-11-16,Uttarakhand,500000,100000,1100,"Agriculture, hunting and related service activities","8, GREEN PARK NIRANJANPUR, . Dehradun , Dehradun Unclassified UR 248001",RoC-Uttarakhand,ahlawatavinash@gmail.com,NA,NA
U01100UR2016PTC007475,HIMANSH AGRO FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,26-12-16,Uttarakhand,1000000,100000,1100,"Agriculture, hunting and related service activities","281/1, RAVINDRA NATH TAGORE MARG - 2 LANE NO. 2, VIJAY COLONY, NEW CANTT ROAD DEHRADUN , Dehradun Unclassified UR 248001",RoC-Uttarakhand,himanshagro@gmail.com,20200331,20200331
U01100UR2017PLC007697,PRASIDDHI AGRO LIMITED,Active,Public,Company limited by Shares,Non-govt company,30-03-17,Uttarakhand,500000,500000,1100,"Agriculture, hunting and related service activities","DIVINE COMPLEX, FIRST FLOOR, NEAR ASHOKA LEYLAND DINESHPUR ROAD, JAYNAGAR RUDRAPUR , Udham Singh Nagar Unclassified UR 263153",RoC-Uttarakhand,mcafilingcs@gmail.com,20190331,20200331
U01100UR2017PLC008278,RISHIGRAMIN NIDHI LIMITED,Active,Public,Company limited by Shares,Non-govt company,27-11-17,Uttarakhand,10000000,1960000,1100,"Agriculture, hunting and related service activities","Narendra Nagar, Kumar Kheda Narendra Nagar Tehri Gharwal , Tehri Garhwal Unclassified UR 249175",RoC-Uttarakhand,rishigramin17@gmail.com,20200331,20200331
U01100UR2017PTC007631,DHARI DEVI FOODS LAB PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-03-17,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","SHIVRAJ COLONY BADONWALA DEHRADUN , Dehradun Unclassified UR 248140",RoC-Uttarakhand,Raj.Rawat1976@gmail.com,20200331,20200331
U01100UR2017PTC007832,KIWI KISAN WINDOW PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,24-05-17,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","Plot No. 5383. Rakba 0.1910 Hec Enfield By Pass, Near Police Chowk Rasoolpur, Vikas Nagar , Dehradun Unclassified UR 248198",RoC-Uttarakhand,saurabh@saurabh-ca.com,20200331,20200331
U01100UR2017PTC008021,KALPAVRIKSHA AGRITECH PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,14-08-17,Uttarakhand,1000000,1000000,1100,"Agriculture, hunting and related service activities","BALAWALA DEHRADUN DEHRADUN , Dehradun Unclassified UR 248001",RoC-Uttarakhand,digambernegi22@gmail.com,20200331,20200331
U01100UR2017PTC008024,LAKSARAGRO FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,14-08-17,Uttarakhand,1000000,100000,1100,"Agriculture, hunting and related service activities","VILLAGE: NIRANJANPUR LAKSAR, HARIDWAR GRAMIN HARIDWAR , Haridwar Unclassified UR 247671",RoC-Uttarakhand,laksaragro14082017@gmail.com,20200331,20200331
U01100UR2017PTC008296,ANANDI ORGANICS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-12-17,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","UDYANCHAL MAKORI ALMORA ALMORA , Almora Unclassified UR 263601",RoC-Uttarakhand,anandiorganics@gmail.com,20200331,20200331
U01100UR2017PTC008328,VIVANTA AGRO PRIVATE LIMITED,Converted to LLP,Private,Company limited by Shares,Non-govt company,19-12-17,Uttarakhand,2500000,2500000,1100,"Agriculture, hunting and related service activities","FLAT 302, SECOND FLOOR, BLOCK-3, BEVERLY HEIGHT CURZON ROAD, DALANWALA DEHRADUN , Dehradun Unclassified UR 248001",Unclassified,VJ.DEHRADUN@GMAIL.COM,20180331,20180331
U01100UR2017PTC008342,VKJ AGRO PRIVATE LIMITED,Converted to LLP,Private,Company limited by Shares,Non-govt company,22-12-17,Uttarakhand,2500000,2500000,1100,"Agriculture, hunting and related service activities","FLAT 302, BLOCK A,NCR RESIDENCY, GENERAL MAHADEV SINGH ROAD, OPPOSITE ST.JUDE'S SCHOOL, MAJRA DEHRADUN , Dehradun Unclassified UR 248171",Unclassified,VJ.DEHRADUN@GMAIL.COM,20180331,20180331
U01100UR2017PTC012187,MANASAVI AGRO FARM & RESEARCH PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,21-11-17,Uttarakhand,1000000,1000000,1100,"Agriculture, hunting and related service activities","Village Lamgrant, PO Sikroda, Tehsil Bhagwanpur, Roorkee , Haridwar Unclassified UR 247661",RoC-Uttarakhand,gopal.joshi@glmanagementservices.com,20200331,20200331
U01100UR2018OPC009051,TVA MAURYA (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,20-09-18,Uttarakhand,150000,150000,1100,"Agriculture, hunting and related service activities","C/O MR. MOHAN SWARUP, JAFARPUR, U.S.NAGAR RUDRAPUR, , Udham Singh Nagar Unclassified UR 263153",RoC-Uttarakhand,tvamouryapvtltd@gmail.com,NA,NA
U01100UR2018PTC008470,ASWAL FARMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-02-18,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","25-POWER HOUSE MALL ROAD PAURI , Pauri Garhwal Unclassified UR 246001",RoC-Uttarakhand,SHAD.USMANI@GMAIL.COM,NA,NA
U01100UR2018PTC008472,SHERPURDEV ORGANIC PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-02-18,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","H. NO. 36, GALI NO. 2 SHAFIPUR, SHASTRI NAGAR, ROORKEE , Haridwar Unclassified UR 247667",RoC-Uttarakhand,RAGHUDEV.ADVOCATE@GMAIL.COM,20200331,20200331
U01100UR2018PTC008533,BRAHAMAAYURVEDSHALA MEDICTIVE PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,09-03-18,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","GALI NO. 3 HANUMANT PURAM, NEAR SWAMBER PALACE , BUDDHI MATA MANDIR, KANKHAL HARIDWAR , Haridwar Unclassified UR 249408",RoC-Uttarakhand,BRAHAMAAYURVEDSHALA@GMAIL.COM,20200331,20200331
U01100UR2018PTC008722,SRISHAN AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-05-18,Uttarakhand,500000,100000,1100,"Agriculture, hunting and related service activities","16-PANKAJ VIHAR SEWLA KALAN DEHRADUN , Dehradun Unclassified UR 248171",RoC-Uttarakhand,amitmadhwal1@yahoo.com,20200331,20200331
U01100UR2018PTC008739,SHAILIN FARMING SOLUTIONS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,16-05-18,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","101-1/1 Church Road, Society Area, Clement Town DEHRADUN , Dehradun Unclassified UR 248002",RoC-Uttarakhand,cagaurav1987@gmail.com,20200331,20200331
U01100UR2018PTC008840,HIMKRITI AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-06-18,Uttarakhand,1000000,500000,1100,"Agriculture, hunting and related service activities","74/55A, SEWLA KALAN MAJRA, GMS ROAD DEHRADUN DEHRADUN , Dehradun Unclassified UR 248171",RoC-Uttarakhand,arahdays@gmail.com,NA,NA
U01100UR2018PTC008921,CORDYGENIX BIOTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-08-18,Uttarakhand,1000000,200000,1100,"Agriculture, hunting and related service activities","TAPOVILLA, NEW COLONY JAWAHAR NAGAR, D.F NAGLA UDHAM SINGH NAGAR , Udham Singh Nagar Unclassified UR 263149",RoC-Uttarakhand,SHUBHRANSHUV@LIVE.COM,NA,NA
U01100UR2018PTC009035,OMYNE INDUSTRIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-09-18,Uttarakhand,1000000,1000000,1100,"Agriculture, hunting and related service activities","KHASRA NO. - 373, LANE NO. 03 TEG BAHADUR ROAD, DALANWALA DEHRADUN , Dehradun Unclassified UR 248001",RoC-Uttarakhand,CADEEPAKSINGHRAWAT@GMAIL.COM,20200331,20200331
U01100UR2018PTC009043,SHREE SWARNABHAA INDUSTRIES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,19-09-18,Uttarakhand,1000000,100000,1100,"Agriculture, hunting and related service activities","KHATA NO. 104, KHASRA NO. 571 PEELI PADAV, PARGANA, NAZIBABAD HARIDWAR , Haridwar Unclassified UR 249408",RoC-Uttarakhand,0409GEETANJALI@GMAIL.COM,20200331,20200331
U01100UR2018PTC009072,TYAGI DAIRY FARMS PRIVATE LIMITED,Under Process of Striking off,Private,Company limited by Shares,Non-govt company,26-09-18,Uttarakhand,1000000,500000,1100,"Agriculture, hunting and related service activities","406, ASHOK MARG RAM NAGAR ROORKEE , Haridwar Unclassified UR 247667",RoC-Uttarakhand,tyagidairyfarms@gmail.com,NA,NA
U01100UR2018PTC009081,TIRAMBHAPUR ASKOTE RAJ ECOSYSTEM PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,28-09-18,Uttarakhand,1000000,100000,1100,"Agriculture, hunting and related service activities","C/O BHANU RAJ SINGH PAL,TIKENDRABHADUR PAL,DEWAL DARBAR,DHARCHULA DIDIHAT , Pithoragarh Unclassified UR 262551",RoC-Uttarakhand,brspal_askote@rediffmail.com,20200331,20200331
U01100UR2018PTC009185,CENTYLE BIOTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-11-18,Uttarakhand,1000000,100000,1100,"Agriculture, hunting and related service activities","WARD NO. 2, RAY COLONY, TRANJIT CAMP, RUDRAPUR , Udham Singh Nagar Unclassified UR 263153",RoC-Uttarakhand,centylebiotech@gmail.com,20200331,20200331
U01100UR2019OPC010260,BACK 2 ORGANIC FOOD AND BEVERAGE (OPC)PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,25-09-19,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","S-324 BHEL SHIVALIK NAGAR HARIDWAR , Haridwar Unclassified UR 249403",RoC-Uttarakhand,manju.ravi.2001@gmail.com,20200331,20200331
U01100UR2019PTC009549,RIDGEVILLE ORGANICS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-02-19,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","C/O RAJESH SHARMA, RAJEEV JUYAL MARG, ROCHIPURA, MAZRA, DEHRADUN , Dehradun Unclassified UR 248001",RoC-Uttarakhand,rpmishra.online@gmail.com,20200331,20200331
U01100UR2019PTC009602,SULT KRISHAK UTPADAK PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,12-03-19,Uttarakhand,1000000,47500,1100,"Agriculture, hunting and related service activities","13, JAKH, ALMORA Almora ALMORA , Almora Unclassified UR 263664",RoC-Uttarakhand,ashish.fri@gmail.com,20200331,20200331
U01100UR2019PTC009629,GERAAD GOLU DEVTA KRISHAK UTPADAKPRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-03-19,Uttarakhand,1000000,100000,1100,"Agriculture, hunting and related service activities","H No 121 Bhagwati Niwas Jagnath Colony, DAMUA DHUNGA HALDWANI-I , Nainital Unclassified UR 263139",RoC-Uttarakhand,ymackhaldwani@gmail.com,NA,NA
U01100UR2019PTC009631,MAA KANAYI KRISHAK UTPADAK PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-03-19,Uttarakhand,1000000,100000,1100,"Agriculture, hunting and related service activities","KALCHAURA KARANKARAYAT CHAMPAWAT , Champawat Unclassified UR 262524",RoC-Uttarakhand,vivekinwoldapline@gmail.com,NA,NA
U01100UR2019PTC009632,BERAW BABA KRISHAK UTPADAK PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-03-19,Uttarakhand,1000000,10000,1100,"Agriculture, hunting and related service activities","HOUSE NO. 72, VILLAGE BHARSOLI DEGHAT ALMORA , Almora Unclassified UR 263659",RoC-Uttarakhand,kailash683.syld@gmail.com,NA,NA
U01100UR2019PTC009661,PANCHACHULI KRISHAK UTPADAK PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-03-19,Uttarakhand,1000000,10000,1100,"Agriculture, hunting and related service activities","Vivekanand Vishya Mandir School Marg P.O.-Bin PITHORAGARH , Pithoragarh Unclassified UR 262501",RoC-Uttarakhand,gopalsingh78945778@gmail.com,NA,NA
U01100UR2019PTC009695,BHAGIRATHI CHIDH VIDYUT PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,03-04-19,Uttarakhand,1000000,1000000,1100,"Agriculture, hunting and related service activities","C/o Sri Chandan Singh Kunsi Dunda UTTARKASHI , Uttarkashi Unclassified UR 249193",RoC-Uttarakhand,negilovemanish@gmail.com,20200331,20200331
U01100UR2019PTC009702,GREENSUTRA NIRAMAYA JAIVIK INDIA PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,05-04-19,Uttarakhand,1000000,100000,1100,"Agriculture, hunting and related service activities","4, Arya Nagar Dehradun DEHRADUN , Dehradun Unclassified UR 248001",RoC-Uttarakhand,vikram.181086@gmail.com,20200331,20200331
U01100UR2019PTC009756,JIVAMRIT AGRO ORGANIC FOODS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,26-04-19,Uttarakhand,6000000,6000000,1100,"Agriculture, hunting and related service activities","H-115,VILL- SHERPUR KHELMOW, PO-JHABRARA HARIDWAR,ROORKEE RURAL ROORKEE , Haridwar Unclassified UR 247665",RoC-Uttarakhand,jasveer202@gmail.com,20200331,20200331
U01100UR2019PTC009760,PRAKRITIVEDA RESEARCH DEVELOPMENTPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-04-19,Uttarakhand,1000000,1000000,1100,"Agriculture, hunting and related service activities","C/O MAHENDRA PAL SINGH GALI NO.13 AMIT GRAM, GUMANIWALA RISHIKESH , Dehradun Unclassified UR 249204",RoC-Uttarakhand,principal.ms4@gmail.com,20200331,20200331
U01100UR2019PTC009880,PAMAR AGRICULTURAL FARMING INTERNATIONALPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-06-19,Uttarakhand,1000000,100000,1100,"Agriculture, hunting and related service activities","Vill. Satpuli, C/o Sh. Amardeep Pal S/o Sh. Balrampal PAURI , Pauri Garhwal Unclassified UR 246172",RoC-Uttarakhand,PAFIINTERNATIONAL.PVT.LTD@GMAIL.COM,NA,NA
U01100UR2019PTC009966,DECABEAM TECHNOLOGIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,26-06-19,Uttarakhand,1000000,10000,1100,"Agriculture, hunting and related service activities","D42/1 SHIVLOK COLONY RAIPUR ROAD, LADPUR DEHRADUN , Dehradun Unclassified UR 248008",RoC-Uttarakhand,ishank.joshi10@gmail.com,NA,NA
U01100UR2019PTC009976,WILD TURMERIC ROOT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-07-19,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","M/S WILD TURMERIC ROOT PRIVATE LIMITED C/O MR KHEM RAJ BAHUGUNA, LAXMI BHAWAN UPPER LANDOUR CANTT , Dehradun Unclassified UR 248179",RoC-Uttarakhand,cbahuguna2000@yahoo.com,20200331,20200331
U01100UR2019PTC009991,FITFOLIO SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-07-19,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","KHASRA NO. 61, URMILA NIWAS NEAR CB MANDIR KARGI GRANT , Dehradun Unclassified UR 248001",RoC-Uttarakhand,mropsinghg@gmail.com,NA,NA
U01100UR2019PTC010030,MOUNTSTRIBE AGRITECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,24-07-19,Uttarakhand,1000000,10000,1100,"Agriculture, hunting and related service activities","C/o Balam Singh, 1 Tarla Amwaala Dehradun_North DEHRADUN , Dehradun Unclassified UR 248001",RoC-Uttarakhand,Mountstribeagritech@gmail.com,20200331,20200331
U01100UR2019PTC010050,HIMSAMPADA PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-08-19,Uttarakhand,1000000,703000,1100,"Agriculture, hunting and related service activities","VILLAGE SIMLI POST OFFICE SIMLI, TEHSIL KARANPRAYAG CHAMOLI , Chamoli Unclassified UR 246474",RoC-Uttarakhand,himsampadaukd@gmail.com,20200331,20200331
U01100UR2019PTC010116,SATAKASHI BIOTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-08-19,Uttarakhand,100000,100000,1100,"Agriculture, hunting and related service activities","S-496, SHIVLIK NAGAR HARIDWAR SHIVLIK NAGAR , Haridwar Unclassified UR 249403",RoC-Uttarakhand,CA2013ROC@GMAIL.COM,20200331,20200331
U01100UR2019PTC010155,ROOTSATIVA CULTIVATION & CONSULTINGPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-08-19,Uttarakhand,500000,100000,1100,"Agriculture, hunting and related service activities","S/O VIRENDRA KUMAR TRIPATHI, HOUSE NO. 3 VILLAGE MOTIPUR, P.O. UMEDPUR,PREMNAGAR DEHRADUN , Dehradun Unclassified UR 248007",RoC-Uttarakhand,avikkedia2020@gmail.com,20200331,20200331
U01100UR2019PTC010161,JAUNSAR KISSAN PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-08-19,Uttarakhand,1000000,231000,1100,"Agriculture, hunting and related service activities","VILL & PO-MINDAL CHAKRATA DEHRADUN , Dehradun Unclassified UR 248123",RoC-Uttarakhand,ALOKGUPTAACA@gmail.com,20200331,20200331
U01100UR2019PTC010169,HEMPCORP PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-08-19,Uttarakhand,1000000,1000000,1100,"Agriculture, hunting and related service activities","H No. 1 SATIJA NIWAS GOVIND NAGAR KOTDWAR , Pauri Garhwal Unclassified UR 246149",RoC-Uttarakhand,gaurang.satija@gmail.com,20200331,20200331
