CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U01113TR2018PTC013542,OPEPL FRESH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-01-18,Tripura,5000000,5000000,1113,"Agriculture, hunting and related service activities","House No. 451568, Milan Chakra, Badharghat, P.O. A.D. Nagar Agartala , West Tripura Unclassified TR 799003",RoC-Shillong,ovalprojects@gmail.com,31-03-20,31-03-20
U01114TR2017PTC013526,MYCOFIELDS TECHNOLOGY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-07-17,Tripura,1000000,1000000,1114,"Agriculture, hunting and related service activities","DHALESWAR, NAYAPARA KALYANI, PO- AGARTALA COLLEGE AGARTALA , West Tripura Unclassified TR 799004",RoC-Shillong,diptabhanu1@gmail.com,31-03-18,31-03-18
U01114TR2019PTC013705,SAHA ALLIED PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-09-19,Tripura,1500000,100000,1114,"Agriculture, hunting and related service activities","C/O ASISH KUMAR SAHA, MASTERPARA, TOWN PRATAPGARH,AGARTALA, WEST TRIPURA AGARTALA , West Tripura Unclassified TR 799001",RoC-Shillong,asishsh37@gmail.com,31-03-20,31-03-20
U01116TR1976SGC001656,TRIPURA FOREST DEVELOPMENT ANDPLANTATION CORPORATION LIMITED,Active,Public,Company limited by Shares,State Govt company,26-03-76,Tripura,100000000,91994000,1116,"Agriculture, hunting and related service activities","P.O. ABHOY NAGAR, KUNJABAN WEST TRIPURA AGARTALA , West Tripura Unclassified TR 799005",RoC-Shillong,tfdpc_ltd@yahoo.co.in,31-03-18,31-03-18
U01116TR1980PTC001847,CHOWDHURY & SONS CO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,10-11-80,Tripura,1050000,118500,1116,"Agriculture, hunting and related service activities","RAJNAGARUDAIPUR SOUTH TRIPURA TRIPURA , South Tripura Unclassified TR 000000",RoC-Shillong,NA,NA,NA
U01116TR1991PTC003588,FATICKCHERRA RUBBER ESTATES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,20-08-91,Tripura,5000000,20000,1116,"Agriculture, hunting and related service activities","MILLAN CHAKRA P O ARUNDHUTINAGAR AGARTALA WEST TRIPURA TRIPURA , West Tripura Unclassified TR 799003",RoC-Shillong,NA,NA,NA
U01116TR2008PTC008254,TRIPURA LATEX PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-12-08,Tripura,30000000,12100480,1116,"Agriculture, hunting and related service activities","QUARTER NO. A1 RUBBER BOARD COMPLEX CHANDMARI P.O. KUNJABAN AGARTALA , Unclassified TR 799006",RoC-Shillong,tripuralatexpltd@gmail.com,31-03-20,31-03-20
U01116TR2013PTC008388,POHAR ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-05-13,Tripura,200000,200000,1116,"Agriculture, hunting and related service activities","KRISHNANAGAR, NEAR ADVISOR CHOWMUHANI OLD KALIBARI ROAD AGARTALA , West Tripura Unclassified TR 799001",RoC-Shillong,pohar4christ@gmail.com,31-03-19,31-03-19
U01122TR1987SGC002673,TRIPURA HORTICULTURE CORPORATION LIMITED,Active,Public,Company limited by Shares,State Govt company,07-04-87,Tripura,100000000,32837000,1122,"Agriculture, hunting and related service activities","PALACE COMPOUND P.O. AGARTALA AGARTALA , Unclassified TR 799001",RoC-Shillong,thcl.tripura@gmail.com,31-03-14,31-03-14
U01132TR1919PLC001117,KRISHNAPUR TEA CO LTD,Active,Public,Company limited by Shares,Non-govt company,20-03-19,Tripura,600000,534700,1132,"Agriculture, hunting and related service activities","Simna Sidhai West Tripura Agartala , Unclassified TR 799212",RoC-Shillong,amitabha.pal.76@gmail.com,31-03-20,31-03-20
U01132TR1961PTC001178,NOTTING CHERRA TEA CO.PVT.LTD.,Not Available for eFiling,Private,Company limited by Shares,Non-govt company,18-11-61,Tripura,150000,150000,1132,"Agriculture, hunting and related service activities","CHANDANA TEA ESTATE P.O:- UDALGURI, DIST :- DARRANG , North Tripura Unclassified TR 000000",RoC-Shillong,NA,NA,NA
U01132TR1980SGC001831,TRIPURA TEA DEVELOPMENT CORPORATIONLIMITED,Active,Private,Company limited by Shares,State Govt company,11-08-80,Tripura,500000000,461467500,1132,"Agriculture, hunting and related service activities","TRIPURA TEA DEVELOPMENT CORPORATION LAKE CHOWMUHANI AGARTALA , West Tripura Unclassified TR 799001",RoC-Shillong,ttdcagt@rediffmail.com,31-03-20,31-03-19
U01132TR1984PTC002200,UNOKOTI PLANTATIONS AND DEVELOPMENT CO.PVT.LTD.,Strike Off,Private,Company limited by Shares,Non-govt company,27-07-84,Tripura,300000,100000,1132,"Agriculture, hunting and related service activities","HARIGANGA ROAD,AGARTALADISTT.WEST TRIPURA , West Tripura Unclassified TR 000000",RoC-Shillong,NA,NA,NA
U01132TR1995PLC007062,FORTUNA AGRO PLANTATIONS LIMITED,Active,Public,Company limited by Shares,Non-govt company,28-12-95,Tripura,55100000,55063340,1132,"Agriculture, hunting and related service activities","P.O. - SADHANASHRAM KAILASHAHAR , North Tripura Unclassified TR 799277",RoC-Shillong,fortunaho@gmail.com,31-03-20,31-03-20
U01132TR2008PTC008250,DHARMANAGAR TEA PROCESSORS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,17-09-08,Tripura,2500000,2030000,1132,"Agriculture, hunting and related service activities","OFFICE TILLA ROAD DHARMANAGAR , Unclassified TR 799250",RoC-Shillong,office_khetawat-a59@yahoo.in,31-03-18,31-03-18
U01132TR2016PTC008467,DEBBARMA TEA PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-02-16,Tripura,500000,500000,1132,"Agriculture, hunting and related service activities","PANCHAMNAGAR PO-DHANBILASH KAILASHAHAR , Unclassified TR 799277",RoC-Shillong,amj6900@rediffmail.com,NA,NA
U01400TR2010PTC008311,RIGALIA ECO AGRO PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,09-09-10,Tripura,1000000,300000,1400,"Agriculture, hunting and related service activities","RASIK BHAVAN EAST SHIBNAGAR, PO: AGARTALA COLLEGE AGARTALA , Unclassified TR 799004",RoC-Shillong,ramesh_bhuwania@yahoo.co.in,31-03-13,31-03-13
U01400TR2012PLC008344,RAJWARSHI PROJECTS AND SERVICES LIMITED,Active,Public,Company limited by Shares,Non-govt company,30-01-12,Tripura,1000000,1000000,1400,"Agriculture, hunting and related service activities","78 HGB Road Melarmath, Agartala West Tripura , West Tripura Unclassified TR 799107",RoC-Shillong,acharjee_pappu@rediffmail.com,NA,NA
U01400TR2013PTC008399,GANDHIGRAM AGARBATTI CLUSTER PRODUCERCOMPANY LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,11-07-13,Tripura,100000,100000,1400,"Agriculture, hunting and related service activities","VILLAGE RAJNAGAR POST GANDHIGRAM, TRIPURA GANDHIGRAM , West Tripura Unclassified TR 799015",RoC-Shillong,dscroc@yahoo.com,NA,NA
U01400TR2016PTC008473,GGRASONS AGRO INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-03-16,Tripura,100000,100000,1400,"Agriculture, hunting and related service activities","PARATIA BASANKHALA, GRJ/890 R.K.PUR UDAIPUR , South Tripura Unclassified TR 799120",RoC-Shillong,drpulakchandra@gmail.com,31-03-20,31-03-20
U01400TR2020PTC013755,UNAKOTI ORGANIC PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-01-20,Tripura,100000,100000,1400,"Agriculture, hunting and related service activities","W-03, Dhatuchara UNOKUTI UNOKUTI , North Tripura Unclassified TR 799280",RoC-Shillong,darlongrema45@gmail.com,NA,NA
U01400TR2020PTC013776,SKANAJO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-05-20,Tripura,100000,100000,1400,"Agriculture, hunting and related service activities","W/o Sri Umesh Ch Debnath, Chandrapur, Nathpara, Agartala 799004 TRIPURA , West Tripura Unclassified TR 799004",RoC-Shillong,urds2003@gmail.com,NA,NA
U01403TR2009PTC008271,NATIVE RURAL BAMBOO PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,27-08-09,Tripura,500000,100000,1403,"Agriculture, hunting and related service activities","GANDHIGRAM (NEAR TEHSIL) GANDHIGRAM AGARTALLA , West Tripura Unclassified TR 799012",RoC-Shillong,ROCSECRETARIAL@GMAIL.COM,NA,NA
U01403TR2010PTC008290,LEGACY ENTRADE PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,12-03-10,Tripura,1000000,150000,1403,"Agriculture, hunting and related service activities","MALARMATH NEAR NAJRUL CHHATRABAS AGARTALA , West Tripura Unclassified TR 799001",RoC-Shillong,debaprasad.majee@rediffmail.com,31-03-12,31-03-12
U01403TR2012PTC008346,HAPPYLIFE AQUA & AGRI FARMS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,08-02-12,Tripura,1000000,150000,1403,"Agriculture, hunting and related service activities","Nager Jala, Near Jahar Bridge P.O. A.D. Nagar Agartala , West Tripura Unclassified TR 799003",RoC-Shillong,akansanju@gmail.com,NA,NA
U01403TR2012PTC008349,TRIPURA AGRO CHEMICALS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-04-12,Tripura,10000000,1000000,1403,"Agriculture, hunting and related service activities","171, NUTAN PATTI, P.S.DHARMANAGAR DHARMANAGAR , Unclassified TR 799250",RoC-Shillong,amj11100@rediffmail.com,31-03-20,31-03-20
U01403TR2012PTC008374,TRIPURASHWARI AGRO PRODUCT PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,20-11-12,Tripura,60000000,16796000,1403,"Agriculture, hunting and related service activities","EAST CHAMPAMURA, BYPASS TULAKONA ROAD, KHAYERPUR, AGARRALA , West Tripura Unclassified TR 799008",RoC-Shillong,cparthapratim1@gmail.com,31-03-19,31-03-20
U01409TR2015PTC008458,MOUNTT AGROVET PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-10-15,Tripura,5000000,4980000,1409,"Agriculture, hunting and related service activities","L N Bari Road Ganaraj Chowmuhani Banamalipur, before Ramtakhur Ashram, Agartala Agartala , West Tripura Unclassified TR 799001",RoC-Shillong,rkd_1206@rediffmail.com,31-03-20,31-03-20
U01409TR2021PTC013877,KRISHISANYOGA AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,04-02-21,Tripura,1000000,10000,1409,"Agriculture, hunting and related service activities","VILLAGE & PO. - KULUBARI P.S. - SONAMURA SEPAHIJALA , West Tripura Unclassified TR 799131",RoC-Shillong,ksapcltd@gmail.com,NA,NA
U01810TR2015PTC008461,BABALOKNATH MINI FOOD PARK PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,18-12-15,Tripura,500000,500000,1810,"Agriculture, hunting and related service activities","BUDDHA MANDIR ABHOYNAGAR AGARTALA , Unclassified TR 799005",RoC-Shillong,mousumidhar@gmail.com,31-03-17,31-03-17
U01820TR2018PTC013601,SATADOL FISH FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,08-10-18,Tripura,1000000,102200,1820,"Agriculture, hunting and related service activities","Village- Madhab Bari Jirania , West Tripura Unclassified TR 799045",RoC-Shillong,cssanjeevjha@gmail.com,31-03-19,31-03-19
U02000TR2014PTC008431,KATLAMARA BAMBOO SERVICES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,30-07-14,Tripura,100000,100000,2000,"Forestry, logging and related service activities","KATLAMARA SIDHAI , West Tripura Unclassified TR 799212",RoC-Shillong,sushant.biswas89@gmail.com,31-03-18,31-03-18
U02001TR1983SGC002009,TRIPURA REHABILITATION PLANTATIONCORPORATION LIMITED,Active,Private,Company limited by Shares,State Govt company,03-02-83,Tripura,50000000,45773400,2001,"Forestry, logging and related service activities","PALACE COMPOUND NORTH GATE, AGARTALA , Unclassified TR 799001",RoC-Shillong,trpclimited@gmail.com,31-03-18,31-03-19
U02001TR1995PTC004341,HIGHLAND TEAK PLANTATIONS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,24-01-95,Tripura,5000000,1050000,2001,"Forestry, logging and related service activities","CANTONMENT ROADAGARTALA TRIPURA , West Tripura Unclassified TR 799001",RoC-Shillong,NA,NA,NA
U05000TR2019PTC013730,NKS BREEDING FARM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-11-19,Tripura,1000000,1000000,5000,"Fishing, aquaculture and service activities incidental to fishing","S. no. 182 Nalchar MELAGHAR , West Tripura Unclassified TR 799115",RoC-Shillong,ndebnath868@gmail.com,NA,NA
U10100TR2010PTC008304,SPEEDWELL MINERALS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,10-08-10,Tripura,1000000,1000000,10100,Mining of coal and lignite; extraction of peat,"RASIK KUNJA OLD GUEST HOUSE ROAD, KHOSH BAGAN AGARTALA , Unclassified TR 799001",RoC-Shillong,rajeevkchandak@gmail.com,31-03-13,31-03-13
