CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U01100NL2019NPL013500,IMC WELFARE FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,01-11-19,Nagaland,100000,100000,1100,"Agriculture, hunting and related service activities","H.NO. 9, GRACE MANSION, CIRCULAR ROAD, WARD NO. 9, SUPPLY COLONY DIMAPUR NAGALAND , Dimapur Unclassified NL 797112",RoC-Shillong,capranjalgupta02@gmail.com,NA,NA
U01100NL2019PTC013475,SHAOMAI AGRO FARMERS PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,19-03-19,Nagaland,500000,500000,1100,"Agriculture, hunting and related service activities","H. NO.-41 A, UKHA VILLAGE A, DIST. MON MON , Mon Unclassified NL 798624",RoC-Shillong,ndcsukha@gmail.com,NA,NA
U01100NL2019PTC013481,ATOQA TEA PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-05-19,Nagaland,1000000,100000,1100,"Agriculture, hunting and related service activities","TEKAMERI AO NEAR DONBOSCO SCHOOL DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,Kiheto.jak17@gmail.com,31-03-20,31-03-20
U01100NL2019PTC013487,REDIS AGROTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-07-19,Nagaland,1000000,100000,1100,"Agriculture, hunting and related service activities","P.O:- MANGKOLEMBA B.P.O:-CHUNGTIAYIMSEN MOKUKCHUNG , Mokokchung Unclassified NL 798617",RoC-Shillong,redisagrotech@gmail.com,NA,NA
U01100NL2019PTC013494,HILL TRIBAL AGRO & ALLIED FARMERPRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-10-19,Nagaland,500000,500000,1100,"Agriculture, hunting and related service activities","H. NO. 166, ARKONG-II, SOUTH WING, VILL. ARKONG WARD E/S WING MOKOKCHUNG , Mokokchung Unclassified NL 798601",RoC-Shillong,nokdykiet@gmail.com,NA,NA
U01100NL2019PTC013499,DYNAMIC MULTI SEED FARMER PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-10-19,Nagaland,500000,500000,1100,"Agriculture, hunting and related service activities","H. NO. 17, CIRCUIT HOUSE COLONY DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,moasangtzudir@gmail.com,NA,NA
U01100NL2019PTC013502,SURUMI AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-12-19,Nagaland,1000000,100000,1100,"Agriculture, hunting and related service activities","1st FLOOR, KIKON PLACE, Z. KIKON BUILDING DC COURT JUNCTION, DIPHU ROAD DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,kihetosema93@gmail.com,31-03-20,31-03-20
U01100NL2019PTC013504,ONGBOU MARKETING AND CONSTRUCTIONPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-12-19,Nagaland,1500000,500000,1100,"Agriculture, hunting and related service activities","C/O NUNGSANGLEMBA CHANG BAZAR-C, TUENSANG , Tuensang Unclassified NL 798612",RoC-Shillong,myrcikonyak@gmail.com,NA,NA
U01100NL2020PTC013536,GREEN PASTURE AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,12-10-20,Nagaland,1000000,100000,1100,"Agriculture, hunting and related service activities","House No 10, Bade Village P.O Singrijan, P.S Diphupar Dimapur , Dimapur Unclassified NL 797112",RoC-Shillong,greenpastureproducer@gmail.com,NA,NA
U01100NL2020PTC013537,CHANSU ORGANIC KIWI PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,13-10-20,Nagaland,1000000,500000,1100,"Agriculture, hunting and related service activities","H No 14, Pfutsero Town A Wing Pfutsero Town Phek , Phek Unclassified NL 797107",RoC-Shillong,nagaorganickiwi@gmail.com,NA,NA
U01100NL2021PTC013553,NORTH EAST ORGANIC FARMERS PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-01-21,Nagaland,1500000,100000,1100,"Agriculture, hunting and related service activities","RATAN CLOTH STORE NEAR BATA COMPANY M.P. ROAD DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,MUKESHNEOFPO@GMAIL.COM,NA,NA
U01100NL2021PTC013560,SEKRUNUZU ORGANIC SPICES & AGRO PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-02-21,Nagaland,1000000,300000,1100,"Agriculture, hunting and related service activities","C/O RISUHLU RHAKHO, H. NO 16 NA SEIKHAZOU, D KHEL, KOHIMA NAGALAND , Kohima Unclassified NL 797001",RoC-Shillong,nienuagrospices@gmail.com,NA,NA
U01100NL2021PTC013562,AYULCR TEA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-02-21,Nagaland,100000,100000,1100,"Agriculture, hunting and related service activities","FOREST COLONY H/NO - 441 DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,LIMAJAONG@GMAIL.COM,NA,NA
U01100NL2021PTC013563,METHI FARMER PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-02-21,Nagaland,1500000,10000,1100,"Agriculture, hunting and related service activities","LIJAN COMPLEX, NST COLONY, WOKHA , Wokha Unclassified NL 797111",RoC-Shillong,methifpc@gmail.com,NA,NA
U01110NL2019OPC013498,LOKDISEN FOODS (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,25-10-19,Nagaland,100000,10000,1110,"Agriculture, hunting and related service activities","H.NO NMH-B/014 NEW MINISTER HILL KOHIMA , Kohima Unclassified NL 797001",RoC-Shillong,kari.atsung@gmail.com,31-03-20,31-03-20
U01110NL2020PTC013529,ORGANICFLORA FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,03-09-20,Nagaland,1000000,100000,1110,"Agriculture, hunting and related service activities","H. NO. 64, SUGAR MILL AREA (S/W), VILL.-SUGAR MILL AREA DIMAPUR , Dimapur Unclassified NL 797115",RoC-Shillong,sswdimapur@gmail.com,NA,NA
U01110NL2020PTC013545,WOKHA ORGANIC GINGER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,02-12-20,Nagaland,1000000,500000,1110,"Agriculture, hunting and related service activities","House No.10, Sanis Town Wokha , Wokha Unclassified NL 797111",RoC-Shillong,wokhagingerfpc@gmail.com,NA,NA
U01111NL2005PTC007906,NAGALAND AGRO FOREST PRODUCE MARKETING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,04-10-05,Nagaland,2500000,200000,1111,"Agriculture, hunting and related service activities","D BLOCKNAGALAND KOHIMA , Kohima Unclassified NL 797001",RoC-Shillong,NA,NA,NA
U01111NL2017PTC013418,ASPORA NAGALAND PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-02-17,Nagaland,20000000,1550000,1111,"Agriculture, hunting and related service activities","Entrepreneurs Associates PWD Junction, NH 29 KOHIMA , Kohima Unclassified NL 797001",RoC-Shillong,asporanagaland@gmail.com,31-03-20,31-03-20
U01111NL2018PTC013450,PHEK ORGANIC LARGE CARDAMOM PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-05-18,Nagaland,1000000,500000,1111,"Agriculture, hunting and related service activities","House No.228 B, Forest Colony, Pfutsero Town Phek , Phek Unclassified NL 797107",RoC-Shillong,plcopcltd@gmail.com,31-03-20,31-03-20
U01113NL2018PTC013462,LONGKHIM CHARE AGRO ORGANIC PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-11-18,Nagaland,1000000,100000,1113,"Agriculture, hunting and related service activities","LONGKHIM TOWN CHARE TUENSANG , Tuensang Unclassified NL 798616",RoC-Shillong,HBCPS3411K@GMAIL.COM,NA,NA
U01114NL2017PLC013432,EANFER LIMITED,Active,Public,Company limited by Shares,Non-govt company,16-05-17,Nagaland,10000000,1000000,1114,"Agriculture, hunting and related service activities","Entrepreneurs Associates PWD Junction, NH 29 KOHIMA , Kohima Unclassified NL 797001",RoC-Shillong,eanfernagaland@gmail.com,31-03-20,31-03-20
U01114NL2017PTC013432,EANFER PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-05-17,Nagaland,10000000,1000000,1114,"Agriculture, hunting and related service activities","Entrepreneurs Associates PWD Junction, NH 29 KOHIMA , Kohima Unclassified NL 797001",RoC-Shillong,eanfernagaland@gmail.com,31-03-20,31-03-20
U01114NL2019PTC013470,ARKHA AGRO FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,25-01-19,Nagaland,1000000,500000,1114,"Agriculture, hunting and related service activities","H. NO. 422, NEAR SBI RANGAPAHAR BRANCH, DUNCAN BASTI DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,nchd2000@yahoo.com,NA,NA
U01114NL2020PTC013532,PEREN ORGANIC FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,21-09-20,Nagaland,1000000,500000,1114,"Agriculture, hunting and related service activities","HOUSE NO.55, KELEILWA COLONY, JALUKIE TOWN PEREN , Kohima Unclassified NL 797110",RoC-Shillong,nagaorganicspices@gmail.com,NA,NA
U01116NL1999PLC005695,NORTH EASTERN RUBBER AND AGRO INDUSTRIES LIMITED,Strike Off,Public,Company limited by Shares,Non-govt company,15-03-99,Nagaland,100000000,70000,1116,"Agriculture, hunting and related service activities","NEAR ADC COURT JUNCTION P.O. DIMAPUR,DIST: KOHIMA , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U01117NL1988PTC003151,STEP IN CATERERS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,16-12-88,Nagaland,1000000,15000,1117,"Agriculture, hunting and related service activities","KHERMALAL DIMAPURDIST KOHIMA NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U01117NL1994PTC004172,EVERGREEN AGRO FARMS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,12-07-94,Nagaland,20000,20,1117,"Agriculture, hunting and related service activities","KHARMAHALD Dimapur , Kohima Unclassified NL 797112",RoC-Shillong,NA,NA,NA
U01117NL1994PTC004174,COSMIC AGRO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,12-07-94,Nagaland,20000,20,1117,"Agriculture, hunting and related service activities","CIRCULAR ROADDIMAPUR NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U01117NL2015PTC008383,GROW GREENS AGROTECH PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,30-06-15,Nagaland,1000000,100000,1117,"Agriculture, hunting and related service activities","PLOT NO. 61, CHUMUKEDIMA VILLAGE NEAR NAGALAND POLICE MISSION COMPOUND NAGALAND , Dimapur Unclassified NL 797103",RoC-Shillong,nschatsu@gmail.com,NA,NA
U01119NL2002PTC006899,NAGALAND FOODS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-08-02,Nagaland,7500000,100000,1119,"Agriculture, hunting and related service activities","C 26 3HALF NAGAJAH DIMAPUR NAGALAND , Dimapur Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U01119NL2002PTC006910,ESSENTIAL BAMBOO PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,12-09-02,Nagaland,1000000,100000,1119,"Agriculture, hunting and related service activities","GOLAGHAT ROADC O ANSARI & CO DIMAPUR NAGALAND , Dimapur Unclassified NL 797112",RoC-Shillong,NA,NA,NA
U01119NL2007PTC008235,SYMBIOS BAMBOO PRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-03-07,Nagaland,1000000,100000,1119,"Agriculture, hunting and related service activities","I.T. COMPLEX NAGARJAN POINT DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,info@symbios.in,31-03-11,31-03-11
U01120NL2020PTC013514,KONYAK AGRITECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-06-20,Nagaland,100000,100000,1120,"Agriculture, hunting and related service activities","HONLEI KONYAK, C/O NAGINIMORA PRAKASH MILL WAKCHING MON NAGINIMORA , Dimapur Unclassified NL 798622",RoC-Shillong,legalpillers@gmail.com,NA,NA
U01122NL1996PTC004890,AKZAKT FARMING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,16-10-96,Nagaland,5000000,200000,1122,"Agriculture, hunting and related service activities","POST BOX 222DIMAPUR DIST KOHIMA NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U01122NL2005PTC007630,NAGA FRAGRANCE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-01-05,Nagaland,26000000,950000,1122,"Agriculture, hunting and related service activities","NSCB HEAD OFFICE BUILDING4TH FLOOR KHERMAHAL DIMAPUR NAGALAND , Unclassified NL 000000",RoC-Shillong,rc_pareek@yahoo.com,31-03-12,31-03-12
U01122NL2014PTC008370,TATAMI AGRI PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-08-14,Nagaland,5000000,500000,1122,"Agriculture, hunting and related service activities","ERALI BIL DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,zholiavini@yahoo.com,31-03-17,31-03-17
U01122NL2015PTC008376,JAPFU VALLEY AGRO FARMS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,12-01-15,Nagaland,1000000,100000,1122,"Agriculture, hunting and related service activities","4TH FLOOR, MATO COMPLEX, PHQ JUNCTION, P.R HILL KOHIMA , Kohima Unclassified NL 797001",RoC-Shillong,alterbago@gmail.com,NA,NA
U01132NL1949PTC000895,BOKAJAN TEA CO PVT LTD,Active,Private,Company limited by Shares,Non-govt company,29-03-49,Nagaland,4000000,500000,1132,"Agriculture, hunting and related service activities","CIRCULAR ROAD DIST DIMAPUR DIMAPUR , Unclassified NL 797112",RoC-Shillong,bokajan.tea.estate@gmail.com,31-03-20,31-03-20
U01132NL1981SGC001875,NAGALAND PLANTATION CROPS DEVELOPMENTCORPORATION LTD,Active,Private,Company limited by Shares,State Govt company,06-04-81,Nagaland,50000000,2000,1132,"Agriculture, hunting and related service activities","KOHIMA , Kohima Unclassified NL",RoC-Shillong,NA,NA,NA
U01132NL1994PTC004249,KARAN FARMS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,28-09-94,Nagaland,20000,20,1132,"Agriculture, hunting and related service activities","BURMA CAMP ROAD Dimapur , Kohima Unclassified NL 797112",RoC-Shillong,NA,NA,NA
U01132NL1994PTC004250,DANIEAL FARMS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,28-09-94,Nagaland,20000,20,1132,"Agriculture, hunting and related service activities","CIRCULAR ROADDIMAPUR NAGALAND , Kohima Unclassified NL 797112",RoC-Shillong,NA,NA,NA
U01132NL1998PTC005464,HILLS TEA ESTATE PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,09-07-98,Nagaland,1000000,10000,1132,"Agriculture, hunting and related service activities","LAPALANGPONG TIZIT TALAQ DIST: MON NAGALAND , Mon Unclassified NL 798621",RoC-Shillong,NA,NA,NA
U01132NL1998PTC005481,AKATO AND BROTHERS TEA CO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,24-07-98,Nagaland,1000000,10000,1132,"Agriculture, hunting and related service activities","AKULATO TOWNDIST ZUNHE BOTO NAGALAND , Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U01132NL1998PTC005615,HONGKHONG TEA PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,10-12-98,Nagaland,200000,10000,1132,"Agriculture, hunting and related service activities","TIZETMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U01132NL2001PTC006552,SHOVI TEA COMPANY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,14-06-01,Nagaland,200000,100000,1132,"Agriculture, hunting and related service activities","3RD MILEKOHIMA ROAD DIMAPUR NAGALAND , Dimapur Unclassified NL 797112",RoC-Shillong,NA,NA,NA
U01132NL2001PTC006553,KAINALI TEA COMPANY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,14-06-01,Nagaland,1000000,500000,1132,"Agriculture, hunting and related service activities","DIPHUPAR BDIMAPUR NAGALAND , Dimapur Unclassified NL 797112",RoC-Shillong,NA,NA,NA
U01132NL2001PTC006554,TSURANG VALLEY TEA COMPANY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,14-06-01,Nagaland,200000,100000,1132,"Agriculture, hunting and related service activities","MIDLANDDIMAPUR NAGALAND , Dimapur Unclassified NL 797112",RoC-Shillong,NA,NA,NA
U01132NL2001PTC006562,ATOTO TEA PLANTATION PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,28-06-01,Nagaland,200000,100000,1132,"Agriculture, hunting and related service activities","H NO 389NAHABARI DIMAPUR NAGALAND , Dimapur Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U01132NL2001PTC006563,IVI PLANTATION AND MARKETING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,28-06-01,Nagaland,2000000,30000,1132,"Agriculture, hunting and related service activities","P W D COLONYDIMAPUR NAGALAND , Unclassified NL 000000",RoC-Shillong,iviplantation@yahoo.co.in,31-03-06,31-03-06
U01132NL2002PTC006951,GNU TEA COMPANY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,21-11-02,Nagaland,500000,100000,1132,"Agriculture, hunting and related service activities","D C HILLSZUHENBOTO NAGALAND , Unclassified NL 798620",RoC-Shillong,NA,NA,NA
U01132NL2004PTC007331,TIZIT VALLEY TEA ESTATE PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,13-02-04,Nagaland,200000,100000,1132,"Agriculture, hunting and related service activities","TIZITDIST MON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U01132NL2004PTC007378,LENTEN TEA ESTATES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,02-04-04,Nagaland,1000000,150000,1132,"Agriculture, hunting and related service activities","HOUSE NO 33EAST DIMAPUR AO CHURCH DIST DIMAPUR NAGALAND , Dimapur Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U01132NL2005PTC007779,ZAKA TEA COMPANY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,08-06-05,Nagaland,1000000,100000,1132,"Agriculture, hunting and related service activities","NIKHEKUCHUMMUKEDIMA DIMAPUR , Unclassified NL 797112",RoC-Shillong,zakateaco_@yahoo.in,31-03-15,31-03-15
U01132NL2005PTC007816,AKAWOTO TEA PLANTATION PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,13-07-05,Nagaland,1000000,100000,1132,"Agriculture, hunting and related service activities","NAHARBARIHOUSE NO 389 P O DIMAPUR NAGALAND , Unclassified NL 000000",RoC-Shillong,amitops@gmail.com,31-03-09,31-03-09
U01132NL2007PTC008240,ATOQA PLANTATION AND MARKETING COMPANY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,27-04-07,Nagaland,500000,0,1132,"Agriculture, hunting and related service activities","HOUSE NO 55 LHOMITHI VILLAGE DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,khehoi@yahoo.com,NA,NA
U01132NL2010PTC008271,ARCANE AGROTECH PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,25-05-10,Nagaland,10000000,350000,1132,"Agriculture, hunting and related service activities","CHUMUKEDIMA, NEAR AGAPE SCHOOL DIMAPUR , Unclassified NL 797103",RoC-Shillong,rks97cs@yahoo.com,31-03-14,31-03-14
U01132NL2013PTC008358,RANVEER PLANTATIONS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,15-10-13,Nagaland,1000000,100000,1132,"Agriculture, hunting and related service activities","M/S HARIRAM GUPTA CIRCULAR ROAD DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,sanjayseemajain@yahoo.co.in,NA,NA
U01132NL2013PTC008361,ZATARA TEA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,24-10-13,Nagaland,500000,300000,1132,"Agriculture, hunting and related service activities","AO KHASIRAM, OPPOSITE AO CHURCH DIMAPUR DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,zataranagaland@gmail.com,31-03-18,31-03-18
U01134NL2005PTC007780,HILL VIEW ORCHARDS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,08-06-05,Nagaland,1000000,100000,1134,"Agriculture, hunting and related service activities","NEAR RENGMA CHURCHKHERMAHAL DIMAPUR , Unclassified NL 797112",RoC-Shillong,NA,31-03-06,31-03-06
U01221NL2015PTC008389,NAGA PIGLO FARMING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-12-15,Nagaland,100000,100000,1221,"Agriculture, hunting and related service activities","387 DUNCAN BASTI DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,ankitgupta0171068@gmail.com,NA,NA
U01400NL2011PTC008302,XALU AGRI AND ALLIED COMPANY PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,19-08-11,Nagaland,500000,100000,1400,"Agriculture, hunting and related service activities","XALU COTTAGE, 3RD MILE, CENSUS H/NO. 046(1) THILIXU VILLAGE, BLOCK-2, DOYAPUR ROAD DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,vacclients@gmail.com,NA,NA
U01400NL2019PTC013468,XINSI GROWERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-01-19,Nagaland,100000,100000,1400,"Agriculture, hunting and related service activities","HOUSE NO. 117, WAGIEM WARD, TOWN: MON MON , Mon Unclassified NL 798621",RoC-Shillong,xinsigrowers@gmail.com,NA,NA
U01400NL2021PTC013558,CHUMU VANDHAN PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-01-21,Nagaland,500000,500000,1400,"Agriculture, hunting and related service activities","Chumukedima Town, Dimapur Dimapur , Dimapur Unclassified NL 797103",RoC-Shillong,Legal@cliqtax.com,NA,NA
U01400NL2021PTC013564,NAGAHILLS GREEN FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,22-02-21,Nagaland,1500000,10000,1400,"Agriculture, hunting and related service activities","Sangtemla Ward, Near Police Station 1 Mokokchung , Mokokchung Unclassified NL 798601",RoC-Shillong,nagahillsgreenfpo@gmail.com,NA,NA
U01403NL2008PTC008248,PRISTINE AGRITECH PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,05-05-08,Nagaland,1000000,0,1403,"Agriculture, hunting and related service activities","CHUMUKEDIMA `A', BLOCK 4 NEAR ST. JOSEPH'S SCHOOL CHUMUKEDIMA , Dimapur Unclassified NL 797105",RoC-Shillong,akansanju@gmail.com,NA,NA
U01403NL2008PTC008255,BIOME AGRO PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,13-12-08,Nagaland,500000,0,1403,"Agriculture, hunting and related service activities","HOKIVI BUILDING LHOMITHI COLONY POINT DIMAPUR , Dimapur Unclassified NL 797112",RoC-Shillong,akansanju@gmail.com,NA,NA
